"","titles","years"
"1946","In My Mother's House",2017
"1947","Patay Kung Patay",1959
"1948","War on Trial",2016
"1949","Rina Brown",2017
"1951","Kings in Paradise: The Vieques Case",2017
"1952","In Harm's Way",2017
"1953","No Man's Land",2016
"1956","Destination Unknown",2017
"1957","Zafer Kartallari",1975
"1958","Reseba",2016
"1959","Das Milan-Protokoll",2017
"1961","Bopha Angkor",1972
"1962","Peshmerga",2016
"1965","Shuravi",1988
"1966","El jugador de ajedrez",2017
"1967","The Peace Patriots",2005
"1968","The Liberation of Kuwait",2016
"1969","72 chasa",2016
"1970","The War Show",2016
"1971","Oser la grève sous l'occupation",2016
"1972","The Desert of the Desert",2016
"1973","Debaltseve",2016
"1974","Zhongqing yi hao",1970
"1975","The Double Life of Li Xianglan",2015
"1976","Aiko",2016
"1977","1898: Our Last Men in the Philippines",2016
"1978","Release from Heaven",2017
"1979","The Land Beneath Our Feet",2016
"1980","Re: Born",2016
"1981","Pucanj u dusu",2015
"1982","Kyanq u Kriv",2016
"1983","Paris or the Bush",2016
"1984","Ranthambhor: The Untold Saga",2016
"1985","Blyskawica",2015
"1987","Magkumpareng Putik",1950
"1988","Arvand",2016
"1989","Mosquito",2020
"1990","Honor Riders",2015
"1992","Liberators Over East Anglia",2007
"1993","Bidari",2008
"1994","Takas sa Bataan",1950
"1995","Tian Cai Xiao Bing",1988
"1996","O vozvrashchenii zabyt",1985
"1998","Srbi Na Krfu - Sto Godina Od Albanske Golgote",2016
"2001","Crossing the border",2015
"2002","A Million Miles from Home: A Rock'n'Roll Road Movie",2016
"2003","A Reckoning",2017
"2004","Unfallen",2017
"2008","My Cross",2019
"2009","Tsena vozvrata",1983
"2010","Proval operatsii 'Bolshaya medveditsa'",1983
"2012","Che Charon",1969
"2013","Buket fialok",1983
"2014","Yang Zi Jiang feng yun",1969
"2015","Musmos na mandirigma",1969
"2016","Sampung Labuyo",1969
"2017","Teum Kavanot",2003
"2018","In the Dark Times",2016
"2019","Jendral Soedirman",2015
"2020","Cinema Bid Adieu",2015
"2021","Call of the Day",2015
"2022","Tevanik",2014
"2023","Sam Rafowitz: Remaking a Life",2010
"2029","Magadan: Stadt erbaut auf Knochen",2016
"2030","Sodan murtamat",2016
"2031","Pangit Squad",1969
"2036","Historia Roja",2016
"2037","Khondo Golpo 1971",2011
"2038","Tiagong Lundag",1966
"2039","The Year of the Tiger: Jfk 1962",2016
"2042","Bir Soinik",2003
"2043","Buzz One Four",2017
"2046","Sve je bio dobar san",2016
"2049","The Last Inhabitant",2016
"2051","In the Life of Music",2018
"2052","Combat Bataan",1966
"2054","Sa Digmaan at Pag-ibig",1966
"2057","Dywizjon 303",2018
"2058","Kilabot ng Luzon",1966
"2059","Pepeng Hapon",1966
"2060","Syria: the Legions of Holy War",2015
"2061","One Step Away",2014
"2062","Not a War Story",2017
"2063","Diablo Zapanta",1966
"2064","Farmer/Veteran",2016
"2065","Ang Baril Ko'y Pito, ang Sundang Ko'y Siyam",1965
"2067","Istadeh Dar Ghobar",2016
"2068","Proudly We Served: Virgin Islands Veterans of World War II",2009
"2069","Dalawang Lahi, Isang Dugo",1965
"2070","Objective Bataan",1965
"2071","Hamon sa Manlulupig",1965
"2073","Bolo Commando",1965
"2074","Call for Fire",2018
"2075","Zona hostil",2017
"2076","Fleur d'Alep",2016
"2077","Takdang Sandali!",1965
"2078","Mga Leon sa Digmaan",1965
"2079","Ako ... Kontra sa Lahat",1965
"2080","Bagha Bangali",1972
"2081","Roktakto Bangla",1972
"2083","Boy Meets Girl",2016
"2085","La città senza notte",2015
"2086","Palakang Daget: The Frogmen",1965
"2088","Songram",1974
"2089","A War Within",2018
"2090","Kumander Hudas",1965
"2091","Ginto... Bawa't Sandali!",1965
"2092","The Great Escape from Hell",1965
"2095","Samson at 7 Delaila",1965
"2096","Mobile Suit Gundam: The Origin II - Artesia's Sorrow",2015
"2097","Garrison 7",1965
"2098","Bayan ko Lumaban ka!",1965
"2099","The Sino-Japanese War at Sea 1894",2012
"2100","Black Friday: Dark Dawn III",2015
"2101","Warbirds and the men who flew them",2015
"2102","Missing Times",2015
"2103","Bhuban Majhi",2017
"2104","Kan jian ni jiu xiao",1972
"2105","Hasan 'The Tank'",2015
"2106","Jasenovac: Istina",2016
"2107","Dubina dva",2016
"2108","Sarbaz-e koochak",1984
"2109","Corregidor, Pugad ng Walang Takot",1965
"2110","Six Days to Eternity",1968
"2112","Krim Belkacem",2014
"2113","J'ai 50 ans",2014
"2115","Tie xue can yang",2015
"2116","Sniper: Special Ops",2016
"2117","Hei bai zhu",1983
"2119","Jibondhuli",2014
"2121","Spasyonnoye imya",1973
"2122","The War Riders",2016
"2123","Les hommes d'argile",2015
"2124","The Dawn of the Sad Street",2008
"2126","Because we were beautiful",2010
"2127","Tenkrat v raji",2016
"2129","Arunodoyer Agnishakkhi",1972
"2130","Ekhono Onek Raat",1997
"2131","Abar Tora Manush Ho",1973
"2132","Browncoats: Independence War",2015
"2133","The Voices of Srebrenica",2015
"2134","Spymasters: CIA in the Crosshairs",2015
"2136","Legacy of a War: Air America and Southeast Asia",2015
"2137","The Road to Labuan 1945",2015
"2138","Osvobozhdenie: Posledniy shturm",1971
"2139","Osvobozhdenie: Bitva za Berlin",1971
"2140","Osvobozhdenie: Proryv",1970
"2141","Osvobozhdenie: Ognennaya duga",1970
"2142","Mga Guerrera",1964
"2143","Krasnaya metel",1971
"2144","Lotfi",2015
"2146","No Free Steps to Heaven: The Frontline Against ISIS",2014
"2147","Eito Prem",2015
"2148","Dimas Kadena",1964
"2149","How Berlin got the Blues",2015
"2150","Commando Uno",1964
"2152","Hangor Nodi Grenade",1997
"2153","Rauf",2016
"2154","Lyubasha",1979
"2155","Jungle Killers",1969
"2156","Kak ubivali Yugoslaviyu",2015
"2158","Hymns",2016
"2159","Silence After the Storm",2016
"2161","Megher Onek Rong",1976
"2162","Salakay",1965
"2165","I'm Not a Martyr",2015
"2166","Mare Nostrum",2014
"2167","At War with Love",2016
"2169","Au revoir là-haut",2017
"2171","Puppet Master: Axis Termination",2017
"2172","Eshchyo o voyne",2004
"2173","Mezhdu zhiznyu i smertyu",2003
"2174","Underfire: The Untold Story of Pfc. Tony Vaccaro",2016
"2175","Tamaraw Commandos (Philippine Scouts)",1963
"2176","Anil Bagchir Ekdin",2015
"2177","Il Nemico In Vista",1973
"2178","Ptitsam krylya ne v tyagost",1989
"2179","Svadebnaya noch",1980
"2180","Den vozvrashcheniya",1979
"2181","Magda",2015
"2182","The Devil Dogs of Kilo Company",2015
"2183","Iisa",2015
"2185","One-Man Army",1969
"2186","Kumander Balisong",1969
"2188","Toen mijn vader een struik werd",2016
"2189","Pervyy sneg",1965
"2190","No Way Out",1963
"2191","D-Day Assassins",2019
"2192","Death Was a Stranger",1963
"2193","Remembrance Day in a weapons factory",2015
"2195","Little Crow and the Dakota War",2015
"2196","The Soul of a Tree",2016
"2197","Panfilov's 28",2016
"2198","Geroy",2016
"2199","Mariveles",1964
"2200","Sa Bawa't Hakbang... Panganib",1965
"2201","Another Mother's Son",2017
"2202","Tahimik Ngunit Mapanganib",1963
"2204","Mohawk",2017
"2205","Seasonal Rings",2013
"2206","Kearney Goes to War: Remembering the Homefront",2015
"2207","Dugong Kayumanggi",1969
"2208","Dolpe de Gulat",1969
"2210","Zaspanka za vojnike",2018
"2213","Everything is Broken up and Dances",2016
"2215","Patarei Prison",2015
"2216","Krepost",2015
"2217","Kettling of the Voices",2015
"2218","Kumander Sumulong",1984
"2219","Oplan Kidnap Gang",1996
"2220","14",1969
"2221","1533 Km. to Home",2015
"2222","Leon Marahas",1962
"2223","Silver Wings/Flying Dreams The Complete Story Of The Women Airforce Service Pilots",2015
"2225","Goryachaya tochka",1998
"2226","Viking",2016
"2227","Return to the Burning House",2015
"2228","Operasyong Bayong",1962
"2229","Khasansky vals",2008
"2230","Inherit the Stars",2015
"2231","Pilecki",2015
"2232","Konigsberg The Drude-Maria Peppel Story",2015
"2233","Non Citizen Land from Latvia to Ukraine",2015
"2234","Sezercik küçük mücahit",1974
"2235","Be a Nelson",2015
"2237","Trigger Squad",1962
"2238","Kanche",2015
"2239","Life Class",2016
"2240","Ming",2015
"2241","Gramsci 44",2016
"2242","Little Angels",2015
"2243","Mixed Feelings",2016
"2244","Dateline: Saigon",2016
"2245","A Grain of Rice from a Dog's Tail",2015
"2246","Baglar",2016
"2247","Mission... Get Kumander Tata",1990
"2248","Wounds of Waziristan",2013
"2250","Korespondent Bryan",2010
"2252","Mythical Creatures",2015
"2253","Almost Sunrise",2016
"2254","Remember Spain, Spanish Refugee Aid",2006
"2255","Young Syrian Lenses",2015
"2256","Victory Remembered, Legacy of The Black Devils",2015
"2257","Brantsi",2016
"2258","Splinters of a Nation",2016
"2259","Morskoy okhotnik",1954
"2260","The Smokey Mountain",1989
"2261","Adventurmentalism",2015
"2262","Partizanskaya iskra",1957
"2263","Netet e Zullumadhit",2002
"2264","The Age of Consequences",2016
"2265","Goyo: Ang Batang Heneral",2018
"2266","La folle histoire de Max et Léon",2016
"2267","Gen. Tapia: Sa Nagbabagang Lupa",1995
"2268","Duwag lang ang sumusuko!",1991
"2269","Ming... Voice of Deception",2015
"2270","Bullets to Buttons",2015
"2271","Bridges: Transitioning to Civilian Life",2015
"2272","Synovya ukhodyat v boy",1971
"2273","After war tale",2015
"2274","Heroes Don't Come Home",2016
"2275","My Lai Inside",2018
"2276","On byl ne odin",1970
"2278","Posledniy rytsar imperii",2014
"2279","Silang matatapang walang atras sa laban",1994
"2280","Mainit sa laban: Renegade Soldiers",1996
"2281","Near Is Tomorrow",2014
"2282","Ora 11 Jon",1972
"2283","Alor Michil",1974
"2284","Codename: Palaban",1997
"2285","Engkwentro: Pagsikat ng Araw",1994
"2286","The Buelta Force",1986
"2288","Black Friday: Dark Dawn II",2014
"2289","Life on the Border",2015
"2290","Sunugin si Antero Castro",1988
"2291","Turkey Study Abroad 2015",2015
"2292","Perfume War",2016
"2293","Crazy Bill",2015
"2294","Paying the Price for Peace",2018
"2295","Mesta tut tikhie",1967
"2296","Labanan sa Balicuatro",1962
"2297","Chuzhoye imya",1966
"2298","Walang Susuko",1962
"2299","Promise at Dawn",2017
"2300","Bogdan's Journey",2016
"2301","Serdtse druga",1966
"2302","Beyond Valkyrie: Dawn of the 4th Reich",2016
"2303","Karbala",2015
"2304","The Box",2015
"2305","Khochu verit",1965
"2306","The Big Trip",2008
"2307","Odesskie kanikuly",1965
"2308","Fanny's Journey",2016
"2309","Cherez kladbishche",1965
"2311","Nina's Children",2015
"2312","Trench 11",2017
"2313","Opération Maillot",2015
"2314","Pyad zemli",1964
"2316","Voevoda",2017
"2317","Looking Back on an Illusion: How They Believed in the Khmer Rouge",2015
"2318","Klezmer",2015
"2319","Zdravstvuy, Gnat",1963
"2320","Center Mass",2008
"2321","Dalibor, the Yugo Cowboy",2014
"2322","One Day in Korea",2014
"2323","Nhung Nguoi Viet Huyen Thoai",2013
"2324","Ivan and Frank",2015
"2325","Annemin Yarasi",2016
"2326","Our Journey Through War",2015
"2327","Bai tuan da zhan",2015
"2328","Krepost na kolyosakh",1961
"2329","Sodybu tustejimo metas",1976
"2330","Meghmallar",2014
"2331","Tyazhyolaya voda",1979
"2334","Riphagen",2016
"2336","Bagryanye berega",1979
"2337","Taktika bega na dlinnuyu distantsiyu",1978
"2338","Bangkay Kaming Hahakbangan",1961
"2339","Shin nitôhei monogatari medetaku gaisen no maki",1961
"2342","Bus to Bataan",1961
"2343","On the string of forgetfulness",2011
"2344","Ghatok",1994
"2345","Jews step forward",2015
"2346","The Ottoman Lieutenant",2017
"2347","Der lichte Grund",2016
"2348","Unknown Soldier",2003
"2349","Neapykantos pamokos",1983
"2350","Herbst",2016
"2351","Suchomlinow",1918
"2352","Etegan: Bashkir legends in songs",2014
"2353","Chris the Swiss",2018
"2354","PVC Major Shaitan Singh",2017
"2355","The Last Hoozah! Reenacting the Revolution",2006
"2358","Citizen Soldier",2016
"2359","Rangoon",2017
"2362","Witness to a Revolution",2016
"2363","A Brilliant Genocide",2016
"2364","Omaha Beach, Honor and Sacrifice",2014
"2365","First They Killed My Father",2017
"2366","Pyl pod solntsem",1977
"2367","Trauma",2018
"2368","My Father's Vietnam",2015
"2369","Man Eva Qayidiram",2014
"2370","Nagbabagang Lupa",1961
"2371","The Cow Farm",2016
"2372","The Half-Life of Genius Physicist Raemer Schreiber",2017
"2373","Wheels of War",2015
"2374","Uniform",2015
"2375","Desert",2016
"2376","Das Treue deutsche Herz",1914
"2377","Treue hier, Verrat dort",1916
"2378","Resident Forever",2017
"2381","Kamp Holland",2016
"2382","Mater chelovecheskaya",1975
"2383","Clny proti prudu",1981
"2384","Hebei Taipei",2015
"2386","Vietnamerica",2016
"2387","Soldier Terminators",1988
"2388","Court Martial (Batas Ng Hukbo)",1960
"2389","Sleduyu svoim kursom",1975
"2390","Fuglene over sundet",2016
"2391","Sarhento Salcedo",1960
"2392","Wasn't Afraid to Die",2016
"2395","Kai luo xuan yan",2015
"2396","De Nacht",2018
"2397","The White Lie",2015
"2398","The Seoul Survivor",2016
"2400","Belyy krug",1975
"2402","Mr. Lieutenant Radio",2014
"2403","Tovarishch general",1974
"2404","Bisagno",2015
"2407","Combat P.I.",1965
"2408","Down River",2018
"2409","You Leave, I'll Stay!",2015
"2410","Dragon Squad",1966
"2411","Zhan huo zhong de ba lei",2015
"2413","Imperium",2016
"2414","What Was Ours",2016
"2418","1994: The Bloody Miracle",2014
"2419","Listen Draupadi",2011
"2420","The Promise",2016
"2421","Victory at Dien Bien Phu",1964
"2422","In This Corner of the World",2016
"2423","Penitent",2020
"2424","Okinawa/Yamato",2014
"2425","Killing Time",2015
"2426","Message from Hiroshima",2015
"2427","War Machine",2017
"2428","Muntele Magic",2014
"2429","Da hong zha",2018
"2430","The von Trapp Family: A Life of Music",2015
"2431","Orzel. Ostatni patrol",2020
"2432","La peur",2015
"2433","Solomon",2014
"2434","Lumo",2007
"2436","My Brother My Enemy",1990
"2438","The Color of Fire",2015
"2439","The Last Road to Cambodia",2014
"2440","I Am Sun Mu",2015
"2442","Animali nella Grande Guerra",2015
"2443","Goodbye Theresienstadt",2015
"2444","More or Less Related Incidents in Recent History",2007
"2445","Tour of Honor",2016
"2446","Skhvatka",1973
"2447","Sofya Grushko",1972
"2448","Red Dog",2019
"2449","Exit Wounds",2015
"2450","Semnadtsatyy transatlanticheskiy",1972
"2451","Modder en bloed",2016
"2452","Flashback: The First World War",2014
"2453","Voices of the First World War",2014
"2454","The Heart of Auschwitz",2010
"2455","Pyotr Ryabinkin",1973
"2456","Za tvoyu sudbu",1973
"2457","Doroga na Berlin",2015
"2458","The Fallen: A Halo Fan Film",2015
"2459","Naway ba ba Roshtu",2007
"2460","Greece Year Zero",2016
"2461","Thank You for Bombing",2015
"2462","Kuroshima wo wasurenai",2016
"2463","Okinawa: Urizun no ame",2015
"2464","De standhaftige",2016
"2465","The Fisher: Tacklebox",2007
"2467","Morskoy kharakter",1970
"2469","Two Blue Lines",2015
"2470","Hellstorm",2015
"2471","The Waler: Australia's Great War Horse",2015
"2472","Guns to Mics",2015
"2473","Tell Them of Us",2014
"2474","Camilo: The Long Road to Disobedience",2007
"2475","The Mirror and the Phonograph",2015
"2476","Muna",2015
"2478","Ena argoporimeno efharisto",2009
"2479","Get Naked!",2017
"2480","The Water of Life",2015
"2481","Trautmann",2018
"2482","Pascal's Bike",2008
"2483","Zapret",2015
"2485","A zori zdes tikhie...",2015
"2486","Flight World War II",2015
"2487","Void",2014
"2488","Nog even langs de fotograaf",2015
"2489","The Resistance Banker",2018
"2490","My Father's War",2016
"2492","Frank's Song",2014
"2493","Grozny Blues",2015
"2494","Mart-aprel",1944
"2496","Hana no Byakkotai",1954
"2497","Zvizdan",2015
"2498","Kaçis 1950",2015
"2499","Umudugudu! Rwanda 20 Ans Après",2014
"2501","Anzacs in the Face of War",2011
"2502","Le foulard noir",2012
"2503","Talvisota: SYSKYJÄRVI 1939",2012
"2505","Rodnye berega",1943
"2506","Oborona Tsaritsyna. 2 seriya: Oborona",1942
"2507","Soldato semplice",2015
"2508","Noch na kordone",2001
"2509","Endless Corridor",2014
"2511","Jai Ho! Democracy",2015
"2512","Blackstone Children",2015
"2513","Die Kleinste Armee Der Welt",2014
"2517","Ghost Town-The Hebron Story",2015
"2518","33 Years of Silence",2015
"2519","My Honor Was Loyalty",2016
"2520","The Angry Skies: A Cambodian Journey",2006
"2521","Weapons Intelligence: Forensics for the Battle Space",2013
"2523","Utah in World War II",2014
"2524","Brothers in Arms: 1978",2007
"2525","Welcome to Woomera",2004
"2528","White War",2015
"2531","Searching for Home, Coming Back From War",2015
"2534","The Bomb Hunters",2015
"2536","A Warrior's Walk",2015
"2537","American Warfighter",2018
"2538","Meiji Tennô to Nogi Shôgun",1959
"2542","Maintenant ils peuvent venir",2015
"2543","Shores of Light: Salento 1945-1947",2015
"2544","Check Point",2017
"2545","The Liberators",2016
"2546","Pour le pays",1915
"2549","Den Pobedy: Victory Day",2015
"2550","Cloudy Sunday",2015
"2551","Angkar va vous recevoir",2015
"2552","Poyti i ne vernutsya",1992
"2553","To Step Forward Myself",2015
"2555","Jerusalem in Line",2015
"2559","The Gothic Line",2004
"2561","Occupy Here Now",2018
"2562","Kidô senshi Gandamu: The Origin I - Aoi hitomi no kyasubaru",2015
"2563","Men in the Arena",2017
"2564","Darkness and Light",2015
"2566","Belly of the Bulldog",2015
"2567","The Last Frigate",2015
"2568","Anaga aparar jol",2016
"2569","L'homme qui répare les femmes: la colère d'Hippocrate",2015
"2571","Hearts and Minds",2008
"2572","Saigo no Kikyô",1945
"2573","Otome no ire Kichi",1945
"2574","From War to Wisdom",2017
"2575","For Joshua",2014
"2576","Gaining Altitude: The Mosquito Reborn",2014
"2577","Tiger Raid",2016
"2578","Sententia: Inside Afghanistan",2014
"2579","Kandahar Journals",2017
"2581","Manila 1945: The Rest of the Story",2015
"2582","37 Fallen",2014
"2583","Li koubouron fi hazihi al ard",2014
"2584","Missione Grado",2014
"2585","Two countries, one exile",2014
"2586","Mud Mules & Mountains",2014
"2587","Violencia",2015
"2588","Okaasan no ki",2015
"2589","The dead still have a name",2015
"2590","The Burden",2015
"2591","Saving Sudan",2013
"2592","The Kobane Press Club",2015
"2593","A Taxi with a view",2014
"2594","Nediyari",2014
"2596","Sleepless",2017
"2598","Palutawa, How to Deal with Pain",2014
"2599","Strike at Dawn",2016
"2600","A Town Called Brzostek",2014
"2602","Remember Fort Pillow",2015
"2603","Tribal Divide",2013
"2604","Frammento 53",2015
"2606","Revenge of the Worthless",2016
"2607","Dayereh Sorkh",1996
"2608","Mihman Darim",2014
"2609","A Bond Unbroken, the Why of Minh",2015
"2610","Trip Along Exodus",2014
"2611","Bad Start",2016
"2612","Son Mektup",2015
"2614","Vieques: una batalla inconclusa",2015
"2616","Krigerne fra nord",2015
"2617","Frame by Frame",2015
"2618","Road to Marakesh",2012
"2619","Independência",2015
"2620","King Naresuan 6",2015
"2621","The Man in the Cowboy Hat",2016
"2622","Black Hawk Down",2006
"2623","The Front",2018
"2625","Il ragazzo della Folgore",2015
"2626","Silaha yeminliydim",1987
"2627","Tactical Operations",2014
"2628","Battles",2015
"2629","Seoboojeonsun",2015
"2633","Yeoldaseos sonyeone daehan iyagi",1985
"2634","The Trials of Spring",2015
"2636","War Passenger",2014
"2637","Attack on Maiduguri",2012
"2638","Karlsvik: On Way to Home?",2013
"2641","Azemi",2014
"2642","Subhas Chandra",1966
"2644","War of Resistance",2011
"2645","Blood of the Martyrs",2017
"2646","Danke schön Hitler",2014
"2647","Srbija U Velikom Ratu",2014
"2648","Hakara",2015
"2649","Outbreak",2010
"2651","Nature's Chaos",2010
"2653","School's Out",2010
"2654","The Rebuild",2010
"2655","Agh atly oghlan",1995
"2656","Guess Who's Coming to Dinner",2010
"2657","Zona Intervenida",2014
"2658","Bizim Cäbish Müällim",1969
"2659","Exiled",2016
"2660","Wir waren kameraden: Das ende",2017
"2661","Afghanistan 1979",2014
"2662","Finnland im Kampf: Ein kleines Volk wehrt sich",1940
"2663","Rambuto",1985
"2664","Nebel im August",2016
"2665","Heroj 1914",2014
"2666","Operation Popcorn",2015
"2667","Reclaimation",2014
"2668","Civilian Life",2015
"2669","Clarissa's War",2015
"2670","Prikazano zabyt",2014
"2671","Puppies Behind Bars",2014
"2672","Life and Death at Preah Vihear",2014
"2673","Before the Fall",2015
"2675","Fight Me",2015
"2676","Rwanda, la vie après",2014
"2677","The Millionaires' Unit",2015
"2678","Mind of the Warrior",2010
"2680","After Action Review",2009
"2681","Following Shira's Journey: A Greek Jewish Odyssey",2014
"2682","Operation Rock the Troops",2014
"2683","Hellfire Pass",1987
"2684","Golf Cart Jihad",2015
"2685","Hear the Silence",2016
"2686","Tatara Samurai",2016
"2688","American Veteran",2017
"2689","Edinichka",2015
"2690","The Trayvon Travesty: A Saga of Self-deception",2014
"2691","Eleven",2014
"2692","Yatim khaneye Iran",2016
"2694","Let's Make a Deal",2009
"2695","Battalion",2015
"2697","Spirit of Discovery",2017
"2698","Sector Sarajevo",2013
"2699","Love Letters from the War",2014
"2700","Tell Spring Not to Come This Year",2015
"2702","Peace Has No Borders",2016
"2707","Play War",2013
"2708","Osloboduvanje na Skopje",2016
"2709","Aleppo. Notatki z ciemnosci",2014
"2710","Sugihara Chiune",2015
"2711","Witness Bahrain",2014
"2713","A Place for Everyone",2014
"2714","Haet El-Botolat",1998
"2715","Sons of Georgia",2012
"2716","A Woman's Story",2015
"2717","Waiting for John",2014
"2718","Madina's Dream",2015
"2719","William Kelly's War",2014
"2720","Children's Tears: Searching for Japanese Fathers",2014
"2721","Aktion T4",2014
"2722","Ibyiza Birimbere: The Best Is Still to Come",2014
"2723","A Syrian tale",2014
"2725","Shipwrecks of the Sinai Peninsula",2012
"2727","Krasnoe nebo. Chyornyy sneg",2005
"2728","I Want to Live",2015
"2729","Bedone marz",2014
"2730","Turn A Gundam: Movie II: Moonlight Butterfly",2002
"2731","Turn A Gundam: Earth Light",2002
"2732","1989",2014
"2733","Zombie Massacre 2: Reich of the Dead",2015
"2734","Hai jun yi wo",1981
"2735","Fading",2014
"2736","The Homefront",2006
"2737","American Renegades",2017
"2738","The French American",2017
"2739","Dad's Army",2016
"2740","Kono kuni no sora",2015
"2741","17 Short Lived",2014
"2743","All the Days",2014
"2744","Amore tra le rovine",2015
"2745","Kafkanistan",2015
"2747","Matador Ha'Milchama",2011
"2748","Bitva za Sevastopol",2015
"2749","Garwin",2014
"2750","Man in a Cage",2016
"2751","What Tomorrow Brings",2015
"2752","The Russian Woodpecker",2015
"2755","Schaduwspel",2014
"2756","City of Joy",2016
"2758","After the Curtain",2016
"2759","Projections of America",2014
"2760","Women Warriors: A Vision of Valor",2014
"2761","Ali and Nino",2016
"2762","Tuntematon sotilas",2017
"2764","The Regulators",2014
"2766","The Luft Gangster: Memoirs of a Second Class Hero",2016
"2767","Pobeditel",1976
"2768","Battlefield: Home: Breaking the Silence",2017
"2769","With God Against Man",2014
"2771","Rodina ili smert",2007
"2773","More v ogne",1972
"2774","Voices of the Holocaust",2014
"2775","The Crossing 2",2015
"2776","Welcome 2 Karachi",2015
"2777","Bodies at War",2015
"2778","Moondraam Ullaga Por",2016
"2779","Gisela: Herskerinne av Victoria Terrasse",2014
"2780","Da mo tian ling",1974
"2781","Vospominaniye...",1978
"2782","Giap's Last Day at the Ironing Board Factory",2015
"2783","Tribes",2010
"2784","When Giants Fall",2015
"2785","El-Fajr",1966
"2788","A Man for Others: The Life of Father Roberto Balducelli",2015
"2790","Reichsführer-SS",2015
"2791","Confederate Cavalry",2014
"2792","Narodni heroj Ljiljan Vidic",2015
"2793","Legionario",2017
"2794","Je me souviens: 100 ans du Royal 22e Régiment",2014
"2795","Firetrail",2014
"2796","Nabat",2014
"2797","Back to the Horn",2009
"2798","Countering Extremism",2009
"2799","Words and Deeds",2009
"2800","Anti-Narcotics",2009
"2801","Welcome to A'Stan",2009
"2803","Tribal Negotiations",2009
"2804","Civil Strife",2009
"2805","Crossroads",2008
"2806","Karugtong ng kahapon",1961
"2807","History Expedition",2006
"2808","Dolu",2012
"2809","Chuzhaya voyna",2014
"2810","Bîranînen li ser kevirî",2014
"2811","Flames of Bodhichitta",2014
"2812","Yalghaar",2017
"2813","Ruhe",2014
"2814","Remnant",2014
"2815","The Siege of Jadotville",2016
"2816","Ardennes Fury",2014
"2818","Cowboys: The Story of the 1943 World Championship Team",2014
"2820","Vencidxs",2013
"2821","Patria",2014
"2822","Crossfire",2013
"2823","Our Land",2014
"2824","I, Kamikaze",2014
"2825","Beats of the Antonov",2014
"2826","Who Am I Going to Be?",2014
"2827","El Vaticano Y El Tercer Reich",2014
"2828","Country Crush",2016
"2829","Dear Elza!",2014
"2830","Blood: The Ghosts of War",2016
"2831","My Country",2012
"2833","Nobi",2014
"2835","One of Five Million",2014
"2836","Siam Burma Death Railway",2014
"2837","Warrior Princess",2013
"2838","Haunted",2014
"2840","We Are the Ones",2015
"2844","Tekiki kûshû",1943
"2845","Ato ni tsuzuku o shinzu",1945
"2846","Umi no Tora",1945
"2847","Amerika Yosoro",1945
"2848","Ai to chikai",1945
"2849","Rikugun Kôgun Senki",1943
"2854","Track 143",2014
"2856","After the Crossfire: Memories of Violence and Displacement",2014
"2857","Outpost",2001
"2858","Blood Stripe",2016
"2859","After the War: Memoirs of Exile",2014
"2860","Qing bi shan gao",2015
"2863","The Supreme Price",2014
"2864","Peace on the Tigris",2014
"2865","Blackhearted Devils",2015
"2866","Bolivar Twilight",2014
"2867","In Silence",2014
"2869","Milyy Khans, dorogoy Pyotr",2015
"2870","Flat Earth",2014
"2871","V tichu",2014
"2872","Never Forget: Public Memory & 9/11",2014
"2875","Drone",2014
"2876","Sota ja mielenrauha",2016
"2877","Dancing Before the Enemy: How a Teenage Boy Fooled the Nazis and Lived",2014
"2878","Invisible Scars: Hope for Warriors with Hidden Wounds",2014
"2879","In the Shadow of War",2014
"2880","The Rowboat",2016
"2882","Etranger de l'intérieur",2014
"2883","The Flying Stars",2014
"2884","Gekimetsu",1930
"2885","Once Upon a Time in Ukraine: The Revolution",2015
"2886","D-Day: Ils ont inventé le Débarquement",2013
"2887","Women Building Peace",2014
"2890","War Pigs",2015
"2891","Hoen Danu",1927
"2892","Road to Ruin: The Battle of Bull Run",2014
"2894","The First Motion Picture Unit: When Hollywood Went to War",2014
"2895","Tamo Daleko - Prvi Svetski Rat",1988
"2896","A Good Day to Die, Hoka Hey",2016
"2897","Warsaw '44",2014
"2898","La Encrucijada de Angel Sanz Briz",2015
"2899","The Forgotten Angel of Bastogne",2014
"2900","Ashes in the Snow",2018
"2901","Novella",2015
"2902","The Healing Wall",2014
"2903","When I Was Young I Said I Would Be Happy",2014
"2904","Soldiers' Sanctuary",2014
"2905","Turkish Delight",2017
"2907","Kromov",2009
"2908","Following the Golden Arrow",2014
"2909","Shahé",2014
"2910","The Korean War: A Soldier Remembers",2014
"2911","Red Sky: Candidate 5238",2015
"2912","Tacacho",2013
"2913","The Yellow Birds",2017
"2914","Powstanie Warszawskie",2014
"2915","25 April",2015
"2916","Hasta el fin de los días",2014
"2917","Collecting Sgt. Dan",2014
"2919","Wangki - Il Silenzio delle Sirene",2014
"2920","Revolt",2017
"2921","Unversöhnt",2014
"2922","Uloupené Kosovo",2008
"2923","La guerra infinita - Afghanistan",2008
"2924","La fabulosa Casablanca",2016
"2925","Junglee Bahar",1993
"2926","Merajiha",2014
"2927","Out of Eden",2014
"2928","The New Hibakusha",2015
"2929","Backup Butembo",2014
"2930","Detour",2013
"2932","The Roots Remain",2015
"2933","La Guerra Infinita - Kosovo Nove Anni Dopo",2008
