"","titles","years"
"1714","The Last Castle",2001
"1715","The Sure Thing",1985
"1716","The Fabulous Baker Boys",1989
"1717","Call Me by Your Name",2017
"1718","The Snows of Kilimanjaro",1952
"1719","Jo Jo Dancer, Your Life Is Calling",1986
"1720","Admission",2013
"1721","The Glass House",2001
"1722","Seven Days in Utopia",2011
"1723","Ann and Eve",1970
"1724","Used People",1992
"1725","The Contender",2000
"1726","For the Boys",1991
"1727","Drive Me Crazy",1999
"1728","Punch-Drunk Love",2002
"1729","Bad Times at the El Royale",2018
"1730","Honeysuckle Rose",1980
"1731","Mother!",2017
"1732","For Whom the Bell Tolls",1943
"1733","The Day of the Locust",1975
"1734","Bad Santa 2",2016
"1735","The Delta Force",1986
"1736","Steve Jobs",2015
"1737","The Perks of Being a Wallflower",2012
"1738","Mr. Holmes",2015
"1739","Heavyweights",1995
"1740","The Big Easy",1986
"1741","The Betsy",1978
"1742","Kit Kittredge: An American Girl",2008
"1743","Nebraska",2013
"1744","Frantic",1988
"1745","The Postman",1997
"1746","Max Dugan Returns",1983
"1747","Operation Finale",2018
"1748","The Last King of Scotland",2006
"1749","Last Man Standing",1996
"1750","Cat on a Hot Tin Roof",1958
"1751","Paul, Apostle of Christ",2018
"1752","Enough Said",2013
"1753","The Babe",1992
"1754","Summer '03",2018
"1755","Home for the Holidays",1995
"1756","For Keeps?",1988
"1757","Notes on a Scandal",2006
"1758","Empire",2002
"1759","Father Figures",2017
"1760","Lassiter",1984
"1761","White Palace",1990
"1762","Dope",2015
"1763","The Zookeeper's Wife",2017
"1764","Battle Cry",1955
"1765","Chappaquiddick",2017
"1766","Addicted",2014
"1767","Murder in the First",1995
"1768","Roll Bounce",2005
"1769","The NeverEnding Story II: The Next Chapter",1990
"1770","My Girl 2",1994
"1771","Deliver Us from Eva",2003
"1772","To Live and Die in L.A.",1985
"1773","Extreme Measures",1996
"1774","Brightburn",2019
"1775","The Front Page",1974
"1776","The Glass Castle",2017
"1777","A Bronx Tale",1993
"1778","The Alamo",1960
"1779","A Most Wanted Man",2014
"1780","All the Right Moves",1983
"1781","The Mission",1986
"1782","Mickey",1918
"1783","Sidekicks",1992
"1784","Center Stage",2000
"1785","Annapolis",2006
"1786","Eastern Promises",2007
"1787","Rushmore",1998
"1788","Diabolique",1996
"1789","Fled",1996
"1790","The Falcon and the Snowman",1985
"1791","The Guardian",1990
"1792","Kiss of the Spider Woman",1985
"1793","The Hurt Locker",2008
"1794","Rock Star",2001
"1795","Once Is Not Enough",1975
"1796","Splice",2009
"1797","The Counselor",2013
"1798","Boiler Room",2000
"1799","Lover Come Back",1961
"1800","88 Minutes",2007
"1801","Crazy/Beautiful",2001
"1802","Looking for Mr. Goodbar",1977
"1803","The Farewell",2019
"1804","Flatliners",2017
"1805","Andre",1994
"1806","Oliver!",1968
"1807","Detroit",2017
"1808","Lost Souls",2000
"1809","The Motorcycle Diaries",2004
"1810","Blink",1993
"1811","Baby's Day Out",1994
"1812","Bringing Out the Dead",1999
"1813","True Crime",1999
"1814","Beat Street",1984
"1815","Heart and Souls",1993
"1816","54",1998
"1817","The War",1994
"1818","Trainspotting",1996
"1819","Mary Queen of Scots",2018
"1820","Butterfield 8",1960
"1821","Eye of the Beholder",1999
"1822","Breaking Away",1979
"1823","New York, New York",1977
"1824","Sergeant York",1941
"1825","The Master",2012
"1826","Forever My Girl",2018
"1827","Defending Your Life",1991
"1828","The Cowboys",1972
"1829","White Oleander",2002
"1830","A Simple Plan",1998
"1831","Young Adult",2011
"1832","Going My Way",1944
"1833","An American Haunting",2005
"1834","Elizabeth: The Golden Age",2007
"1835","Swing Vote",2008
"1836","Original Sin",2001
"1837","21 Grams",2003
"1838","Fire Down Below",1997
"1839","Cool Hand Luke",1967
"1840","Begin Again",2013
"1841","Mo' Better Blues",1990
"1842","Vanity Fair",2004
"1843","Bright Lights, Big City",1988
"1844","Jobs",2013
"1845","Death Wish 3",1985
"1846","The Prophecy",1995
"1847","Death Wish II",1982
"1848","Fruitvale Station",2013
"1849","The Getaway",1994
"1850","Imagine That",2009
"1851","Over the Top",1987
"1852","The Day of the Jackal",1973
"1853","Above the Rim",1994
"1854","She's Having a Baby",1988
"1855","Devil in a Blue Dress",1995
"1856","Adventureland",2009
"1857","O",2001
"1858","Confessions of a Dangerous Mind",2002
"1859","Breakout",1975
"1860","Forever Amber",1947
"1861","The Single Moms Club",2014
"1862","Across the Sea of Time",1995
"1863","Billy Bathgate",1991
"1864","Marie Antoinette",2006
"1865","Thomas and the Magic Railroad",2000
"1866","Gorky Park",1983
"1867","The Birth of a Nation",2016
"1868","Masquerade",1988
"1869","Far from Heaven",2002
"1870","Charly",1968
"1871","Dance with Me",1998
"1872","The Kite Runner",2007
"1873","Eddie the Eagle",2015
"1874","The Gospel",2005
"1875","Black Sunday",1977
"1876","Avalon",1990
"1877","The Island",1980
"1878","Paparazzi",2004
"1879","Pride and Glory",2008
"1880","High Plains Drifter",1973
"1881","The Bonfire of the Vanities",1990
"1882","Life as a House",2001
"1883","Revenge",1990
"1884","The Ghost Writer",2010
"1885","In America",2002
"1886","All the Pretty Horses",2000
"1887","Late Night",2019
"1888","A Perfect Getaway",2009
"1889","The Greatest Story Ever Told",1965
"1890","Mad Love",1995
"1891","Youngblood",1986
"1892","Reversal of Fortune",1990
"1893","A Kiss Before Dying",1991
"1894","The Infiltrator",2016
"1895","No Escape",1994
"1896","The Greatest Game Ever Played",2005
"1897","About Time",2013
"1898","First Strike",1996
"1899","Hair",1979
"1900","Youth in Revolt",2009
"1901","Catch and Release",2006
"1902","The Sandpiper",1965
"1903","The Cincinnati Kid",1965
"1904","The Madness of King George",1994
"1905","Alpha Dog",2006
"1906","Needful Things",1993
"1907","Muriel's Wedding",1994
"1908","Sweet Sweetback's Baadasssss Song",1971
"1909","Grease 2",1982
"1910","Pure Country",1992
"1911","The Corruptor",1999
"1912","And So It Goes",2014
"1913","Flowers in the Attic",1987
"1914","Cyrano de Bergerac",1990
"1915","Breakin' 2: Electric Boogaloo",1984
"1916","The Adventures of Pinocchio",1996
"1917","Toy Soldiers",1991
"1918","American Psycho",2000
"1919","The Box",2009
"1920","Twilight",1998
"1921","Killing Them Softly",2012
"1922","More American Graffiti",1979
"1923","Miss Bala",2019
"1924","Lions for Lambs",2007
"1925","The Next Best Thing",2000
"1926","Solaris",2002
"1927","Get Carter",2000
"1928","A Star Is Born",1954
"1929","The Night the Lights Went Out in Georgia",1981
"1930","The Commitments",1991
"1931","If Beale Street Could Talk",2018
"1932","Indian Summer",1993
"1933","Step Up All In",2014
"1934","Election",1999
"1935","Last Chance Harvey",2008
"1936","S.O.B.",1981
"1937","Music of the Heart",1999
"1938","Once Around",1991
"1939","The Girl in the Spider's Web",2018
"1940","Raise the Titanic",1980
"1941","Nashville",1975
"1942","Eve's Bayou",1997
"1943","Threesome",1994
"1944","Not Without My Daughter",1991
"1945","The Substitute",1996
"1946","My Left Foot",1989
"1947","Tristan & Isolde",2006
"1948","Orca",1977
"1949","School Ties",1992
"1950","The Sixth Man",1997
"1951","Criminal",2004
"1952","City of Joy",1992
"1953","Siu nin Wong Fei Hung chi: Tit ma lau",1993
"1954","The Case for Christ",2017
"1955","Room",2015
"1956","Educating Rita",1983
"1957","Winning",1969
"1958","Beyond the Lights",2014
"1959","My Week with Marilyn",2011
"1960","The Girl Next Door",2004
"1961","Flight of the Intruder",1991
"1962","Soldier",1998
"1963","Wild at Heart",1990
"1964","The Chamber",1996
"1965","School Daze",1988
"1966","The Vanishing",1993
"1967","A Fistful of Dollars",1964
"1968","Rich and Famous",1981
"1969","King of Kings",1961
"1970","In Love and War",1996
"1971","Big Eyes",2014
"1972","Hello, My Name Is Doris",2015
"1973","Hollywoodland",2006
"1974","Woodlawn",2015
"1975","Godsend",2004
"1976","Snow Falling on Cedars",1999
"1977","Awake",2007
"1978","The Buddy Holly Story",1978
"1979","Rapid Fire",1992
"1980","Un tè con Mussolini",1999
"1981","The Mosquito Coast",1986
"1982","Wish Upon",2017
"1983","The Detective",1968
"1984","The Competition",1980
"1985","The Wizard",1989
"1986","The Messenger: The Story of Joan of Arc",1999
"1987","Criminal",2016
"1988","The Edge of Seventeen",2016
"1989","Amelia",2009
"1990","A Chorus Line",1985
"1991","The Wonderful World of the Brothers Grimm",1962
"1992","Dirty Dancing: Havana Nights",2004
"1993","Tank",1984
"1994","Spring Breakers",2012
"1995","Borg vs. McEnroe",2017
"1996","How to Deal",2003
"1997","Diner",1982
"1998","Les Misérables",1998
"1999","The Perfect Weapon",1991
"2000","The Emperor's Club",2002
"2001","FairyTale: A True Story",1997
"2002","The Good Girl",2002
"2003","Love & Friendship",2016
"2004","In Too Deep",1999
"2005","The Survivors",1983
"2006","Missing",1982
"2007","The Missouri Breaks",1976
"2008","On a Clear Day You Can See Forever",1970
"2009","Hatari!",1962
"2010","Left Behind",2014
"2011","Stand and Deliver",1988
"2012","Alice's Restaurant",1969
"2013","Imitation of Life",1959
"2014","Lord of the Flies",1990
"2015","The Sterile Cuckoo",1969
"2016","Jackie",2016
"2017","Suddenly, Last Summer",1959
"2018","Monsoon Wedding",2001
"2019","One Day",2011
"2020","Class of '44",1973
"2021","Hamburger Hill",1987
"2022","The Milagro Beanfield War",1988
"2023","The Duchess",2008
"2024","Desperate Measures",1998
"2025","The Man Who Knew Too Little",1997
"2026","Letters from Iwo Jima",2006
"2027","Broken Flowers",2005
"2028","Great Balls of Fire!",1989
"2029","The Tailor of Panama",2001
"2030","The Wings of the Dove",1997
"2031","Return to Snowy River",1988
"2032","Mutiny on the Bounty",1962
"2033","Warrior",2011
"2034","Burnt",2015
"2035","Crooklyn",1994
"2036","Poms",2019
"2037","Y Tu Mamá También",2001
"2038","The Crush",1993
"2039","Juwanna Mann",2002
"2040","Nixon",1995
"2041","Eighth Grade",2018
"2042","Hush",1998
"2043","The Stewardesses",1969
"2044","Mrs. Miniver",1942
"2045","The Grifters",1990
"2046","Extremities",1986
"2047","Secrets & Lies",1996
"2048","Megan Leavey",2017
"2049","Alfie",2004
"2050","One Night with the King",2006
"2051","The Deep End of the Ocean",1999
"2052","Friends with Money",2006
"2053","Labor Day",2013
"2054","Mr. Saturday Night",1992
"2055","The Haunting of Molly Hartley",2008
"2056","De-Lovely",2004
"2057","A Woman Under the Influence",1974
"2058","The Tree of Life",2011
"2059","The Pick-up Artist",1987
"2060","The Entity",1982
"2061","Body of Evidence",1992
"2062","Lone Star",1996
"2063","Roller Boogie",1979
"2064","Vice Squad",1982
"2065","The Adventures of Milo and Otis",1986
"2066","Crazy People",1990
"2067","Inside Llewyn Davis",2013
"2068","Ghost Town",2008
"2069","Enchanted April",1991
"2070","The Intouchables",2011
"2071","The Peanut Butter Falcon",2019
"2072","Dr. T & the Women",2000
"2073","Author! Author!",1982
"2074","Rosewood",1997
"2075","Frailty",2001
"2076","The Evil That Men Do",1984
"2077","The Rum Diary",2011
"2078","Whiplash",2014
"2079","American Me",1992
"2080","Flyboys",2006
"2081","A Boy Named Charlie Brown",1969
"2082","25th Hour",2002
"2083","Ghosts of Mississippi",1996
"2084","Whip It",2009
"2085","Clockers",1995
"2086","Angela's Ashes",1999
"2087","The Great Train Robbery",1978
"2088","Gypsy",1962
"2089","House of Sand and Fog",2003
"2090","The Concorde... Airport '79",1979
"2091","Run, Angel, Run!",1969
"2092","The Quiet American",2002
"2093","Do You Believe?",2015
"2094","El Dorado",1967
"2095","Perfect",1985
"2096","Living Out Loud",1998
"2097","Vision Quest",1985
"2098","Volver",2006
"2099","A Far Off Place",1993
"2100","Gods and Generals",2003
"2101","The Honeymooners",2005
"2102","Wicker Park",2004
"2103","Black Dog",1998
"2104","Anna Karenina",2012
"2105","The Nun's Story",1959
"2106","Rachel Getting Married",2008
"2107","Beasts of the Southern Wild",2012
"2108","Mystic Pizza",1988
"2109","The Founder",2016
"2110","Marvin's Room",1996
"2111","The Evening Star",1996
"2112","The New World",2005
"2113","Carol",2015
"2114","The Darkest Minds",2018
"2115","The Spitfire Grill",1996
"2116","Battle of the Sexes",2017
"2117","Everybody's All-American",1988
"2118","Bad Influence",1990
"2119","They Shoot Horses, Don't They?",1969
"2120","Under the Same Moon",2007
"2121","An Education",2009
"2122","Silent House",2011
"2123","I Think I Love My Wife",2007
"2124","Idlewild",2006
"2125","Love & Mercy",2014
"2126","The Light Between Oceans",2016
"2127","Rio Bravo",1959
"2128","Compromising Positions",1985
"2129","Love Jones",1997
"2130","Freedomland",2006
"2131","Onaji tsuki wo miteiru",2005
"2132","War and Peace",1956
"2133","French Connection II",1975
"2134","The Weather Man",2005
"2135","Ben-Hur: A Tale of the Christ",1925
"2136","Ostavljeni",2010
"2137","Irreconcilable Differences",1984
"2138","Why Do Fools Fall in Love",1998
"2139","People Like Us",2012
"2140","Monsignor",1982
"2141","Evening",2007
"2142","Undisputed",2002
"2143","Less Than Zero",1987
"2144","Dangal",2016
"2145","The Postman Always Rings Twice",1981
"2146","Gattaca",1997
"2147","Three Identical Strangers",2018
"2148","No Mercy",1986
"2149","A Stranger Among Us",1992
"2150","True Romance",1993
"2151","Lone Wolf McQuade",1983
"2152","Before I Fall",2017
"2153","Far from the Madding Crowd",2015
"2154","The Heartbreak Kid",1972
"2155","Solomon and Sheba",1959
"2156","Family Business",1989
"2157","The 33",2015
"2158","Pink Cadillac",1989
"2159","After",2019
"2160","Judgment Night",1993
"2161","Let Me In",2010
"2162","Roommates",1995
"2163","The Great Escape",1963
"2164","Foxcatcher",2014
"2165","Soul Men",2008
"2166","Holy Man",1998
"2167","Sunshine Cleaning",2008
"2168","The Kitchen",2019
"2169","Fatal Beauty",1987
"2170","In Dreams",1999
"2171","The Gift",2000
"2172","Chasing Amy",1997
"2173","Sorcerer",1977
"2174","Cinema Paradiso",1988
"2175","End of the Spear",2005
"2176","Roman J. Israel, Esq.",2017
"2177","The Protector",2005
"2178","The Darjeeling Limited",2007
"2179","Blinded by the Light",2019
"2180","Anatomy of a Murder",1959
"2181","Making Love",1982
"2182","Sydney White",2007
"2183","Sliding Doors",1998
"2184","Big Night",1996
"2185","Extraordinary Measures",2010
"2186","Padmaavat",2018
"2187","Moulin Rouge",1952
"2188","Bloodsport",1988
"2189","Play Misty for Me",1971
"2190","Yankee Doodle Dandy",1942
"2191","Gunfight at the O.K. Corral",1957
"2192","Strictly Ballroom",1992
"2193","Girl with a Pearl Earring",2003
"2194","Knockaround Guys",2001
"2195","Gross Anatomy",1989
"2196","The Last Kiss",2006
"2197","Henry & June",1990
"2198","The Other Side of the Mountain: Part II",1978
"2199","Pump Up the Volume",1990
"2200","The Conspirator",2010
"2201","Boys Don't Cry",1999
"2202","Super Size Me",2004
"2203","Shattered",1991
"2204","The Longshots",2008
"2205","Mulholland Falls",1996
"2206","The Words",2012
"2207","Thief",1981
"2208","The River",1984
"2209","Das Boot",1981
"2210","The Ref",1994
"2211","The Shipping News",2001
"2212","Something New",2006
"2213","The Birds",1963
"2214","Jennifer 8",1992
"2215","From the Terrace",1960
"2216","Elmer Gantry",1960
"2217","Out of the Furnace",2013
"2218","Extreme Prejudice",1987
"2219","Ready to Wear",1994
"2220","Who's the Man?",1993
"2221","Casanova",2005
"2222","The Lives of Others",2006
"2223","The Old Man & the Gun",2018
"2224","One Good Cop",1991
"2225","Unforgettable",2017
"2226","Balto",1995
"2227","Brotherhood of the Wolf",2001
"2228","Bobby",2006
"2229","Jane Eyre",2011
"2230","Chill Factor",1999
"2231","Q & A",1990
"2232","Barney's Great Adventure",1998
"2233","Whispers in the Dark",1992
"2234","Battle of the Bulge",1965
"2235","The Danish Girl",2015
"2236","Café Society",2016
"2237","Michael Collins",1996
"2238","Mad Dog and Glory",1993
"2239","My Family",1995
"2240","Wild Orchid",1989
"2241","Krush Groove",1985
"2242","House of Flying Daggers",2004
"2243","In the Land of Women",2007
"2244","Mrs Henderson Presents",2005
"2245","The Wild Life",1984
"2246","Lords of Dogtown",2005
"2247","The Young Victoria",2009
"2248","It's My Turn",1980
"2249","Gator",1976
"2250","Give 'em Hell, Harry!",1975
"2251","On the Beach",1959
"2252","A Hole in the Head",1959
"2253","A Farewell to Arms",1957
"2254","Tom Sawyer",1930
"2255","The Big Parade",1925
"2256","For Love or Money",1993
"2257","The Astronaut Farmer",2006
"2258","Dragon Wars: D-War",2007
"2259","Antitrust",2001
"2260","The Man Who Loved Women",1983
"2261","Moment by Moment",1978
"2262","What the #$*! Do We (K)now!?",2004
"2263","Cookie's Fortune",1999
"2264","Stop-Loss",2008
"2265","The Englishman Who Went Up a Hill But Came Down a Mountain",1995
"2266","California Split",1974
"2267","The Red Shoes",1948
"2268","The Singing Fool",1928
"2269","Dead Man Down",2013
"2270","The Man in the Gray Flannel Suit",1956
"2271","Victory",1981
"2272","Rollover",1981
"2273","Missing in Action 2: The Beginning",1985
"2274","Gettysburg",1993
"2275","Welcome to Marwen",2018
"2276","New York Stories",1989
"2277","Abandon",2002
"2278","Belle",2013
"2279","Glengarry Glen Ross",1992
"2280","The Drop",2014
"2281","Fear and Loathing in Las Vegas",1998
"2282","The Astronaut's Wife",1999
"2283","The End of the Affair",1999
"2284","The Package",1989
"2285","The Gunman",2015
"2286","Nocturnal Animals",2016
"2287","PK",2014
"2288","After Hours",1985
"2289","Falling in Love",1984
"2290","Beautiful Girls",1996
"2291","The Beguiled",2017
"2292","Not Easily Broken",2009
"2293","Mad City",1997
"2294","Husbands and Wives",1992
"2295","The Quiet Man",1952
"2296","Jonah Hex",2010
"2297","Greta",2018
"2298","Sabotage",2014
"2299","Iron Eagle II",1988
"2300","Here on Earth",2000
"2301","Light of Day",1987
"2302","Notorious",1946
"2303","Narc",2002
"2304","Home Fries",1998
"2305","Thief of Hearts",1984
"2306","The Scarlet Letter",1995
"2307","Moby Dick",1956
"2308","Stardust Memories",1980
"2309","Live by Night",2016
"2310","Revenge of the Ninja",1983
"2311","Straw Dogs",2011
"2312","La Vie En Rose",2007
"2313","White Squall",1996
"2314","The Newton Boys",1998
"2315","Battleground",1949
"2316","Shopgirl",2005
"2317","The Year of Living Dangerously",1982
"2318","Someone to Watch Over Me",1987
"2319","The Man Who Knew Too Much",1956
"2320","The Brothers McMullen",1995
"2321","Pathfinder",2007
"2322","The Miracle Season",2018
"2323","Kinsey",2004
"2324","Unfinished Business",2015
"2325","I'll Do Anything",1994
"2326","The V.I.P.s",1963
"2327","The Best of Enemies",2019
"2328","The Spanish Prisoner",1997
"2329","True Confessions",1981
"2330","Win Win",2011
"2331","Facing the Giants",2006
"2332","Domino",2005
"2333","The Great Raid",2005
"2334","Henry V",1989
"2335","The Fountain",2006
"2336","The Secret of NIMH",1982
"2337","The Walk",2015
"2338","Random Harvest",1942
"2339","Prom",2011
"2340","A Family Thing",1996
"2341","Brokedown Palace",1999
"2342","Swimming Pool",2003
"2343","In the Mix",2005
"2344","Possession",2002
"2345","With Six You Get Eggroll",1968
"2346","The Girl with the Dragon Tattoo",2009
"2347","Under the Cherry Moon",1986
"2348","Mrs. Winterbourne",1996
"2349","Shakedown",1988
"2350","Boiling Point",1993
"2351","Marshall",2017
"2352","Cry Wolf",2005
"2353","Godzilla 2000",1999
"2354","Hope and Glory",1987
"2355","A Little Princess",1995
"2356","The Lady in the Van",2015
"2357","The Unbearable Lightness of Being",1988
"2358","The Two Jakes",1990
"2359","Buddy",1997
"2360","Yonkers Joe",2008
"2361","Sunset Park",1996
"2362","Once Upon a Forest",1993
"2363","Game of Death",1978
"2364","Shaft's Big Score!",1972
"2365","The Big Doll House",1971
"2366","Hud",1963
"2367","The Snake Pit",1948
"2368","The Birth of a Nation",1915
"2369","Criminal Law",1988
"2370","The Young Lions",1958
"2371","Murphy's Law",1986
"2372","Brazil",1985
"2373","Immortal Beloved",1994
"2374","Straight Time",1978
"2375","The Onion Field",1979
"2376","Miami Blues",1990
"2377","Night Falls on Manhattan",1996
"2378","He Said, She Said",1991
"2379","Jade",1995
"2380","Blue Valentine",2010
"2381","Rendition",2007
"2382","Somewhere in Time",1980
"2383","The Baby-Sitters Club",1995
"2384","S1m0ne",2002
"2385","Shall We Dance?",1996
"2386","Hotel Mumbai",2018
"2387","Country",1984
"2388","Belly",1998
"2389","The Wife",2017
"2390","On the Waterfront",1954
"2391","Mr. Smith Goes to Washington",1939
"2392","The Express",2008
"2393","Carbon Copy",1981
"2394","Midnight Sun",2018
"2395","Death Sentence",2007
"2396","Matinee",1993
"2397","Fair Game",2010
"2398","From the Hip",1987
"2399","Week-End at the Waldorf",1945
"2400","Smart People",2008
"2401","Chaplin",1992
"2402","Flesh and Bone",1993
"2403","Guilty by Suspicion",1991
"2404","The Red Violin",1998
"2405","Thank You for Your Service",2017
"2406","The Lost Weekend",1945
"2407","Away We Go",2009
"2408","High Noon",1952
"2409","She's the One",1996
"2410","Once",2007
"2411","The Visitor",2007
"2412","Tuff Turf",1985
"2413","The Brink's Job",1978
"2414","Angie",1994
"2415","Black Snake Moan",2006
"2416","The Frisco Kid",1979
"2417","Bobby Deerfield",1977
"2418","Stone Cold",1991
"2419","Lost in Yonkers",1993
"2420","Talk to Her",2002
"2421","Lolita",1962
"2422","Havana",1990
"2423","Tully",2018
"2424","Gladiator",1992
"2425","Mrs Brown",1997
"2426","Shoot the Moon",1982
"2427","Bernie",2011
"2428","Bad Boys",1983
"2429","The Four Horsemen of the Apocalypse",1921
"2430","Where'd You Go, Bernadette",2019
"2431","A Serious Man",2009
"2432","Traffik",2018
"2433","You Can Count on Me",2000
"2434","Pennies from Heaven",1981
"2435","A Mighty Heart",2007
"2436","Get Low",2009
"2437","Boom Town",1940
"2438","What's Eating Gilbert Grape",1993
"2439","A Single Man",2009
"2440","Something to Think About",1920
"2441","Star!",1968
"2442","Dead Ringers",1988
"2443","Tap",1989
"2444","Sweet Dreams",1985
"2445","The Girl Who Played with Fire",2009
"2446","Le divorce",2003
"2447","Dark Blue",2002
"2448","First Daughter",2004
"2449","Ulee's Gold",1997
"2450","The Boy in the Striped Pajamas",2008
"2451","Salmon Fishing in the Yemen",2011
"2452","Transamerica",2005
"2453","Renegades",1989
"2454","White Sands",1992
"2455","Beyond the Valley of the Dolls",1970
"2456","Hurry Sundown",1967
"2457","Deadly Friend",1986
"2458","In the Mouth of Madness",1994
"2459","Saved!",2004
"2460","Marooned",1969
"2461","Bolero",1984
"2462","The Next Karate Kid",1994
"2463","Late for Dinner",1991
"2464","Battle of the Year",2013
"2465","Mystery, Alaska",1999
"2466","The Inkwell",1994
"2467","Everybody's Fine",2009
"2468","Apt Pupil",1998
"2469","The Deep End",2001
"2470","The Ice Harvest",2005
"2471","Queen of Katwe",2016
"2472","Can You Ever Forgive Me?",2018
"2473","Body Double",1984
"2474","Scandal",1989
"2475","Before and After",1996
"2476","Oxford Blues",1984
"2477","The Seeker: The Dark Is Rising",2007
"2478","The Five Heartbeats",1991
"2479","The Pride and the Passion",1957
"2480","True Believer",1989
"2481","Whatever It Takes",2000
"2482","Robin and Marian",1976
"2483","Hard Times",1975
"2484","Emmanuelle",1974
"2485","The Omega Man",1971
"2486","The Arrangement",1969
"2487","Splendor in the Grass",1961
"2488","The Lobster",2015
"2489","If You Could See What I Hear",1982
"2490","Clean and Sober",1988
"2491","The Namesake",2006
"2492","That Was Then... This Is Now",1985
"2493","Adam Green's Aladdin",2016
"2494","The Bounty",1984
"2495","Pollock",2000
"2496","An Unfinished Life",2005
"2497","The Lost City of Z",2016
"2498","Blue Velvet",1986
"2499","Serenity",2019
"2500","Homecoming",2009
"2501","Stick",1985
"2502","Daytona Beach Weekend",1965
"2503","Tender Mercies",1983
"2504","Play It to the Bone",1999
"2505","Pushing Tin",1999
"2506","Dr. Giggles",1992
"2507","Twice in a Lifetime",1985
"2508","1984",1984
"2509","The Importance of Being Earnest",2002
"2510","Topaz",1969
"2511","Death to Smoochy",2002
"2512","Smoke",1995
"2513","My Life as a Dog",1985
"2514","The Postman Always Rings Twice",1946
"2515","Lipstick",1976
"2516","Mandela: Long Walk to Freedom",2013
"2517","Mr. Jones",1993
"2518","Shadow of the Vampire",2000
"2519","Reckless",1984
"2520","Return to Paradise",1998
"2521","Lost Horizon",1973
"2522","The Love Letter",1999
"2523","All About My Mother",1999
"2524","Christopher Columbus: The Discovery",1992
"2525","The Cooler",2003
"2526","Blue Steel",1990
"2527","Black Robe",1991
"2528","Whose Life Is It Anyway?",1981
"2529","Lucas",1986
"2530","McCabe & Mrs. Miller",1971
"2531","Cadillac Records",2008
"2532","Wu ji",2005
"2533","Bajrangi Bhaijaan",2015
"2534","Witness for the Prosecution",1957
"2535","Holiday Inn",1942
"2536","Nick of Time",1995
"2537","Cheetah",1989
"2538","Dead Bang",1989
"2539","Prince of the City",1981
"2540","Before Midnight",2013
"2541","Dirty Pretty Things",2002
"2542","Inherent Vice",2014
"2543","Bella",2006
"2544","A Cure for Wellness",2016
"2545","The Philadelphia Experiment",1984
"2546","Fresh",1994
"2547","Streets of Fire",1984
"2548","Shanghai Express",1932
"2549","The Painted Veil",2006
"2550","The Death of Stalin",2017
"2551","Aspen Extreme",1993
"2552","Rooster Cogburn",1975
"2553","Night Crossing",1982
"2554","Islands in the Stream",1977
"2555","The Taming of the Shrew",1967
"2556","Island in the Sun",1957
"2557","A Streetcar Named Desire",1951
"2558","Pirate Radio",2009
"2559","My Giant",1998
"2560","Punisher: War Zone",2008
"2561","Runaway Train",1985
"2562","Unstrung Heroes",1995
"2563","A Thousand Acres",1997
"2564","Strange Days",1995
"2565","Arbitrage",2012
"2566","Miracle at St. Anna",2008
"2567","Sanju",2018
"2568","The Space Between Us",2017
"2569","Trumbo",2015
"2570","The Ice Storm",1997
"2571","Hoop Dreams",1994
"2572","The Night Listener",2006
"2573","Vampire Academy",2014
"2574","The Best of Times",1986
"2575","Sirens",1994
"2576","Bad Words",2013
"2577","In Bruges",2008
"2578","Enemies, A Love Story",1989
"2579","Being Julia",2004
"2580","Unsane",2018
"2581","Surviving the Game",1994
"2582","The Cook, the Thief, His Wife & Her Lover",1989
"2583","Mr. & Mrs. Bridge",1990
"2584","Loving",2016
"2585","Elle s'appelait Sarah",2010
"2586","We Have Always Lived in the Castle",2018
"2587","Fatso",1980
"2588","Beautiful Boy",2018
"2589","Quicksilver",1986
"2590","The Boys in the Band",1970
"2591","The Last Temptation of Christ",1988
"2592","Two for the Road",1967
"2593","Cavalcade",1933
"2594","The Jazz Singer",1927
"2595","Losing Isaiah",1995
"2596","Promised Land",2012
"2597","While We're Young",2014
"2598","Meet Me in St. Louis",1944
"2599","Hackers",1995
"2600","City of God",2002
"2601","Into the Night",1985
"2602","El cantante",2006
"2603","Wanted: Dead or Alive",1986
"2604","Damage",1992
"2605","Proof",2005
"2606","The Amazing Panda Adventure",1995
"2607","Barney's Version",2010
"2608","Nothing Like the Holidays",2008
"2609","The Sugarland Express",1974
"2610","I Know Who Killed Me",2007
"2611","The Man Who Wasn't There",2001
"2612","Martian Child",2007
"2613","Stealing Home",1988
"2614","The Trip to Bountiful",1985
"2615","A Good Year",2006
"2616","Cyrus",2010
"2617","Taking Woodstock",2009
"2618","Disconnect",2012
"2619","Harley Davidson and the Marlboro Man",1991
"2620","I'll See You in My Dreams",2015
"2621","Kids",1995
"2622","Midnight Lace",1960
"2623","Separate Tables",1958
"2624","Ironweed",1987
"2625","Paranoia",2013
"2626","It Runs in the Family",2003
"2627","Mid90s",2018
"2628","The Squid and the Whale",2005
"2629","Iceman",1984
"2630","The Crucible",1996
"2631","King of the Gypsies",1978
"2632","Mississippi Masala",1991
"2633","Sarafina!",1992
"2634","Wild Hearts Can't Be Broken",1991
"2635","The World of Suzie Wong",1960
"2636","Eat Drink Man Woman",1994
"2637","Outside Providence",1999
"2638","Lorenzo's Oil",1992
"2639","Run Lola Run",1998
"2640","Barcelona",1994
